country,date,total
Liberia,27/04/2020,124
Liberia,28/04/2020,141
Liberia,29/04/2020,141
Liberia,03/04/2020,7
Liberia,30/04/2020,141
Liberia,04/04/2020,10
Liberia,05/04/2020,13
Liberia,06/04/2020,14
Liberia,07/04/2020,14
Liberia,08/04/2020,31
Liberia,09/04/2020,31
Liberia,01/05/2020,152
Liberia,10/05/2020,199
Liberia,11/05/2020,211
Liberia,12/05/2020,211
Liberia,13/05/2020,213
Liberia,14/05/2020,215
Liberia,15/05/2020,219
Liberia,16/05/2020,223
Liberia,17/05/2020,226
Liberia,18/05/2020,229
Liberia,19/05/2020,233
Liberia,02/05/2020,154
Liberia,20/05/2020,238
Liberia,21/05/2020,240
Liberia,22/05/2020,249
Liberia,23/05/2020,255
Liberia,24/05/2020,265
Liberia,25/05/2020,265
Liberia,26/05/2020,266
Liberia,27/05/2020,266
Liberia,28/05/2020,269
Liberia,29/05/2020,273
Liberia,03/05/2020,158
Liberia,30/05/2020,280
Liberia,31/05/2020,288
Liberia,04/05/2020,166
Liberia,05/05/2020,170
Liberia,06/05/2020,178
Liberia,07/05/2020,189
Liberia,08/05/2020,199
Liberia,09/05/2020,199
Liberia,01/06/2020,296
Liberia,10/06/2020,397
Liberia,11/06/2020,410
Liberia,12/06/2020,421
Liberia,13/06/2020,446
Liberia,14/06/2020,458
Liberia,15/06/2020,498
Liberia,16/06/2020,509
Liberia,17/06/2020,516
Liberia,18/06/2020,542
Liberia,19/06/2020,581
Liberia,02/06/2020,311
Liberia,20/06/2020,601
Liberia,21/06/2020,626
Liberia,22/06/2020,650
Liberia,23/06/2020,652
Liberia,24/06/2020,662
Liberia,25/06/2020,681
Liberia,26/06/2020,684
Liberia,27/06/2020,729
Liberia,28/06/2020,768
Liberia,29/06/2020,770
Liberia,03/06/2020,316
Liberia,30/06/2020,780
Liberia,04/06/2020,321
Liberia,05/06/2020,334
Liberia,06/06/2020,345
Liberia,07/06/2020,359
Liberia,08/06/2020,370
Liberia,09/06/2020,383
Liberia,01/07/2020,804
Liberia,10/07/2020,963
Liberia,11/07/2020,998
Liberia,12/07/2020,1010
Liberia,13/07/2020,1024
Liberia,14/07/2020,1024
Liberia,15/07/2020,1056
Liberia,16/07/2020,1070
Liberia,17/07/2020,1085
Liberia,18/07/2020,1088
Liberia,19/07/2020,1091
Liberia,02/07/2020,819
Liberia,20/07/2020,1107
Liberia,21/07/2020,1108
Liberia,22/07/2020,1114
Liberia,23/07/2020,1117
Liberia,24/07/2020,1135
Liberia,25/07/2020,1155
Liberia,26/07/2020,1162
Liberia,27/07/2020,1167
Liberia,28/07/2020,1177
Liberia,29/07/2020,1179
Liberia,03/07/2020,833
Liberia,30/07/2020,1181
Liberia,31/07/2020,1186
Liberia,04/07/2020,869
Liberia,05/07/2020,874
Liberia,06/07/2020,891
Liberia,07/07/2020,917
Liberia,08/07/2020,926
Liberia,09/07/2020,957
Liberia,01/08/2020,1189
Liberia,10/08/2020,1240
Liberia,11/08/2020,1250
Liberia,12/08/2020,1252
Liberia,13/08/2020,1252
Liberia,14/08/2020,1252
Liberia,15/08/2020,1257
Liberia,16/08/2020,1257
Liberia,17/08/2020,1277
Liberia,18/08/2020,1282
Liberia,19/08/2020,1282
Liberia,02/08/2020,1207
Liberia,20/08/2020,1284
Liberia,21/08/2020,1285
Liberia,22/08/2020,1286
Liberia,23/08/2020,1286
Liberia,24/08/2020,1290
Liberia,25/08/2020,1295
Liberia,26/08/2020,1298
Liberia,27/08/2020,1298
Liberia,28/08/2020,1298
Liberia,29/08/2020,1304
Liberia,03/08/2020,1214
Liberia,30/08/2020,1304
Liberia,31/08/2020,1304
Liberia,04/08/2020,1216
Liberia,05/08/2020,1221
Liberia,06/08/2020,1224
Liberia,07/08/2020,1230
Liberia,08/08/2020,1234
Liberia,09/08/2020,1237
Liberia,01/09/2020,1305
Liberia,10/09/2020,1315
Liberia,11/09/2020,1315
Liberia,12/09/2020,1316
Liberia,13/09/2020,1319
Liberia,14/09/2020,1321
Liberia,15/09/2020,1327
Liberia,16/09/2020,1332
Liberia,17/09/2020,1333
Liberia,18/09/2020,1334
Liberia,19/09/2020,1335
Liberia,02/09/2020,1305
Liberia,20/09/2020,1335
Liberia,21/09/2020,1336
Liberia,22/09/2020,1336
Liberia,23/09/2020,1337
Liberia,24/09/2020,1338
Liberia,25/09/2020,1338
Liberia,26/09/2020,1338
Liberia,27/09/2020,1339
Liberia,28/09/2020,1342
Liberia,29/09/2020,1343
Liberia,03/09/2020,1306
Liberia,30/09/2020,1343
Liberia,04/09/2020,1306
Liberia,05/09/2020,1306
Liberia,06/09/2020,1307
Liberia,07/09/2020,1311
Liberia,08/09/2020,1311
Liberia,09/09/2020,1313
Libya,01/01/2021,100744
Libya,10/01/2021,104745
Libya,11/01/2021,105378
Libya,12/01/2021,106030
Libya,13/01/2021,106670
Libya,14/01/2021,107434
Libya,15/01/2021,108017
Libya,16/01/2021,108017
Libya,17/01/2021,109088
Libya,18/01/2021,109869
Libya,19/01/2021,110465
Libya,02/01/2021,100744
Libya,20/01/2021,111124
Libya,21/01/2021,111746
Libya,22/01/2020,0
Libya,22/01/2021,112540
Libya,23/01/2020,0
Libya,23/01/2021,112540
Libya,24/01/2020,0
Libya,24/01/2021,113688
Libya,25/01/2020,0
Libya,25/01/2021,114429
Libya,26/01/2020,0
Libya,26/01/2021,115299
Libya,27/01/2020,0
Libya,27/01/2021,116064
Libya,28/01/2020,0
Libya,28/01/2021,116779
Libya,29/01/2020,0
Libya,29/01/2021,117650
Libya,03/01/2021,101414
Libya,30/01/2020,0
Libya,30/01/2021,117650
Libya,31/01/2020,0
Libya,31/01/2021,118631
Libya,04/01/2021,101975
Libya,05/01/2021,102456
Libya,06/01/2021,102880
Libya,07/01/2021,103515
Libya,08/01/2021,104002
Libya,09/01/2021,104002
Libya,01/10/2020,35208
Libya,10/10/2020,41686
Libya,11/10/2020,42712
Libya,12/10/2020,43821
Libya,13/10/2020,44985
Libya,14/10/2020,45821
Libya,15/10/2020,46676
Libya,16/10/2020,47845
Libya,17/10/2020,47845
Libya,18/10/2020,48790
Libya,19/10/2020,49949
Libya,02/10/2020,35717
Libya,20/10/2020,50906
Libya,21/10/2020,51625
Libya,22/10/2020,52620
Libya,23/10/2020,53384
Libya,24/10/2020,54374
Libya,25/10/2020,56013
Libya,26/10/2020,57223
Libya,27/10/2020,57975
Libya,28/10/2020,58874
Libya,29/10/2020,59656
Libya,03/10/2020,36087
Libya,30/10/2020,60628
Libya,31/10/2020,61095
Libya,04/10/2020,36809
Libya,05/10/2020,37437
Libya,06/10/2020,38468
Libya,07/10/2020,39513
Libya,08/10/2020,40292
Libya,09/10/2020,41368
Libya,01/11/2020,62045
Libya,10/11/2020,70010
Libya,11/11/2020,70885
Libya,12/11/2020,71804
Libya,13/11/2020,72628
Libya,14/11/2020,72628
Libya,15/11/2020,73602
Libya,16/11/2020,74324
Libya,17/11/2020,74936
Libya,18/11/2020,75465
Libya,19/11/2020,76006
Libya,02/11/2020,62907
Libya,20/11/2020,76808
Libya,21/11/2020,76808
Libya,22/11/2020,77823
Libya,23/11/2020,78473
Libya,24/11/2020,79180
Libya,25/11/2020,79797
Libya,26/11/2020,80407
Libya,27/11/2020,81273
Libya,28/11/2020,81273
Libya,29/11/2020,82430
Libya,03/11/2020,63688
Libya,30/11/2020,82809
Libya,04/11/2020,64587
Libya,05/11/2020,65440
Libya,06/11/2020,66444
Libya,07/11/2020,67039
Libya,08/11/2020,68117
Libya,09/11/2020,69040
Libya,01/12/2020,83417
Libya,10/12/2020,89183
Libya,11/12/2020,89880
Libya,12/12/2020,89880
Libya,13/12/2020,90779
Libya,14/12/2020,91357
Libya,15/12/2020,92017
Libya,16/12/2020,92577
Libya,17/12/2020,93283
Libya,18/12/2020,93772
Libya,19/12/2020,93772
Libya,02/12/2020,84087
Libya,20/12/2020,94560
Libya,21/12/2020,95200
Libya,22/12/2020,95706
Libya,23/12/2020,96346
Libya,24/12/2020,97192
Libya,25/12/2020,97653
Libya,26/12/2020,97653
Libya,27/12/2020,98381
Libya,28/12/2020,98913
Libya,29/12/2020,99350
Libya,03/12/2020,84849
Libya,30/12/2020,99935
Libya,31/12/2020,100277
Libya,04/12/2020,85529
Libya,05/12/2020,85529
Libya,06/12/2020,86580
Libya,07/12/2020,87097
Libya,08/12/2020,87986
Libya,09/12/2020,88522
Libya,01/02/2020,0
Libya,01/02/2021,119402
Libya,10/02/2020,0
Libya,10/02/2021,126028
Libya,11/02/2020,0
Libya,11/02/2021,126361
Libya,12/02/2020,0
Libya,12/02/2021,126881
Libya,13/02/2020,0
Libya,13/02/2021,126881
Libya,14/02/2020,0
Libya,14/02/2021,127354
Libya,15/02/2020,0
Libya,15/02/2021,127705
Libya,16/02/2020,0
Libya,16/02/2021,128036
Libya,17/02/2020,0
Libya,17/02/2021,128348
Libya,18/02/2020,0
Libya,18/02/2021,128740
Libya,19/02/2020,0
Libya,19/02/2021,129325
Libya,02/02/2020,0
Libya,02/02/2021,120434
Libya,20/02/2020,0
Libya,20/02/2021,129325
Libya,21/02/2020,0
Libya,21/02/2021,129797
Libya,22/02/2020,0
Libya,22/02/2021,130212
Libya,23/02/2020,0
Libya,23/02/2021,130701
Libya,24/02/2020,0
Libya,24/02/2021,131262
Libya,25/02/2020,0
Libya,25/02/2021,131833
Libya,26/02/2020,0
Libya,26/02/2021,132458
Libya,27/02/2020,0
Libya,27/02/2021,132458
Libya,28/02/2020,0
Libya,28/02/2021,133338
Libya,29/02/2020,0
Libya,03/02/2020,0
Libya,03/02/2021,121243
Libya,04/02/2020,0
Libya,04/02/2021,122013
Libya,05/02/2020,0
Libya,05/02/2021,122894
Libya,06/02/2020,0
Libya,06/02/2021,122894
Libya,07/02/2020,0
Libya,07/02/2021,124026
Libya,08/02/2020,0
Libya,08/02/2021,124882
Libya,09/02/2020,0
Libya,09/02/2021,125561
Libya,01/03/2020,0
Libya,01/03/2021,134127
Libya,10/03/2020,0
Libya,10/03/2021,141598
Libya,11/03/2020,0
Libya,11/03/2021,142671
Libya,12/03/2020,0
Libya,13/03/2020,0
Libya,14/03/2020,0
Libya,15/03/2020,0
Libya,16/03/2020,0
Libya,17/03/2020,0
Libya,18/03/2020,0
Libya,19/03/2020,0
Libya,02/03/2020,0
Libya,02/03/2021,134967
Libya,20/03/2020,0
Libya,21/03/2020,0
Libya,22/03/2020,0
Libya,23/03/2020,0
Libya,24/03/2020,1
Libya,25/03/2020,1
Libya,26/03/2020,1
Libya,27/03/2020,1
Libya,28/03/2020,3
Libya,29/03/2020,8
Libya,03/03/2020,0
Libya,03/03/2021,135585
Libya,30/03/2020,8
Libya,31/03/2020,10
Libya,04/03/2020,0
Libya,04/03/2021,136587
Libya,05/03/2020,0
Libya,05/03/2021,137482
Libya,06/03/2020,0
Libya,06/03/2021,137482
Libya,07/03/2020,0
Libya,07/03/2021,138640
Libya,08/03/2020,0
Libya,08/03/2021,139658
Libya,09/03/2020,0
Libya,09/03/2021,140688
Libya,01/04/2020,10
Libya,10/04/2020,24
Libya,11/04/2020,24
Libya,12/04/2020,25
Libya,13/04/2020,26
Libya,14/04/2020,35
Libya,15/04/2020,48
Libya,16/04/2020,49
Libya,17/04/2020,49
Libya,18/04/2020,49
Libya,19/04/2020,51
Libya,02/04/2020,11
Libya,20/04/2020,51
Libya,21/04/2020,51
Libya,22/04/2020,59
Libya,23/04/2020,60
Libya,24/04/2020,61
Libya,25/04/2020,61
Libya,26/04/2020,61
Libya,27/04/2020,61
Libya,28/04/2020,61
Libya,29/04/2020,61
Libya,03/04/2020,11
Libya,30/04/2020,61
Libya,04/04/2020,18
Libya,05/04/2020,18
Libya,06/04/2020,19
Libya,07/04/2020,20
Libya,08/04/2020,21
Libya,09/04/2020,24
Libya,01/05/2020,63
Libya,10/05/2020,64
Libya,11/05/2020,64
Libya,12/05/2020,64
Libya,13/05/2020,64
Libya,14/05/2020,64
Libya,15/05/2020,64
Libya,16/05/2020,65
Libya,17/05/2020,65
Libya,18/05/2020,65
Libya,19/05/2020,68
Libya,02/05/2020,63
Libya,20/05/2020,69
Libya,21/05/2020,71
Libya,22/05/2020,72
Libya,23/05/2020,75
Libya,24/05/2020,75
Libya,25/05/2020,75
Libya,26/05/2020,77
Libya,27/05/2020,99
Libya,28/05/2020,105
Libya,29/05/2020,118
Libya,03/05/2020,63
Libya,30/05/2020,130
Libya,31/05/2020,156
Libya,04/05/2020,63
Libya,05/05/2020,63
Libya,06/05/2020,64
Libya,07/05/2020,64
Libya,08/05/2020,64
Libya,09/05/2020,64
Libya,01/06/2020,168
Libya,10/06/2020,378
Libya,11/06/2020,393
Libya,12/06/2020,409
Libya,13/06/2020,418
Libya,14/06/2020,454
Libya,15/06/2020,467
Libya,16/06/2020,484
Libya,17/06/2020,500
Libya,18/06/2020,510
Libya,19/06/2020,520
Libya,02/06/2020,182
Libya,20/06/2020,544
Libya,21/06/2020,571
Libya,22/06/2020,595
Libya,23/06/2020,639
Libya,24/06/2020,670
Libya,25/06/2020,698
Libya,26/06/2020,713
Libya,27/06/2020,727
Libya,28/06/2020,762
Libya,29/06/2020,802
Libya,03/06/2020,196
Libya,30/06/2020,824
Libya,04/06/2020,209
Libya,05/06/2020,239
Libya,06/06/2020,256
Libya,07/06/2020,256
Libya,08/06/2020,332
Libya,09/06/2020,359
Libya,01/07/2020,874
Libya,10/07/2020,1342
Libya,11/07/2020,1389
Libya,12/07/2020,1433
Libya,13/07/2020,1512
Libya,14/07/2020,1563
Libya,15/07/2020,1589
Libya,16/07/2020,1652
Libya,17/07/2020,1704
Libya,18/07/2020,1791
Libya,19/07/2020,1866
Libya,02/07/2020,891
Libya,20/07/2020,1980
Libya,21/07/2020,2088
Libya,22/07/2020,2176
Libya,23/07/2020,2314
Libya,24/07/2020,2424
Libya,25/07/2020,2547
Libya,26/07/2020,2669
Libya,27/07/2020,2827
Libya,28/07/2020,3017
Libya,29/07/2020,3222
Libya,03/07/2020,918
Libya,30/07/2020,3438
Libya,31/07/2020,3621
Libya,04/07/2020,989
Libya,05/07/2020,1046
Libya,06/07/2020,1117
Libya,07/07/2020,1182
Libya,08/07/2020,1268
Libya,09/07/2020,1342
Libya,01/08/2020,3691
Libya,10/08/2020,5929
Libya,11/08/2020,6302
Libya,12/08/2020,6611
Libya,13/08/2020,7050
Libya,14/08/2020,7327
Libya,15/08/2020,7738
Libya,16/08/2020,8172
Libya,17/08/2020,8579
Libya,18/08/2020,9068
Libya,19/08/2020,9463
Libya,02/08/2020,3837
Libya,20/08/2020,9707
Libya,21/08/2020,10121
Libya,22/08/2020,10437
Libya,23/08/2020,10437
Libya,24/08/2020,11009
Libya,25/08/2020,11281
Libya,26/08/2020,11834
Libya,27/08/2020,12274
Libya,28/08/2020,12629
Libya,29/08/2020,12958
Libya,03/08/2020,4063
Libya,30/08/2020,13423
Libya,31/08/2020,13966
Libya,04/08/2020,4224
Libya,05/08/2020,4475
Libya,06/08/2020,4879
Libya,07/08/2020,5079
Libya,08/08/2020,5232
Libya,09/08/2020,5451
Libya,01/09/2020,14624
Libya,10/09/2020,20939
Libya,11/09/2020,21908
Libya,12/09/2020,22348
Libya,13/09/2020,22781
Libya,14/09/2020,23515
Libya,15/09/2020,24144
Libya,16/09/2020,24936
Libya,17/09/2020,25822
Libya,18/09/2020,26438
Libya,19/09/2020,27234
Libya,02/09/2020,15156
Libya,20/09/2020,27949
Libya,21/09/2020,28796
Libya,22/09/2020,29446
Libya,23/09/2020,30097
Libya,24/09/2020,30632
Libya,25/09/2020,31290
Libya,26/09/2020,31828
Libya,27/09/2020,32364
Libya,28/09/2020,33213
Libya,29/09/2020,34014
Libya,03/09/2020,15773
Libya,30/09/2020,34525
Libya,04/09/2020,16445
Libya,05/09/2020,17094
Libya,06/09/2020,17749
Libya,07/09/2020,18834
Libya,08/09/2020,19583
Libya,09/09/2020,20462
Liechtenstein,01/01/2021,2175
Liechtenstein,10/01/2021,2340
Liechtenstein,11/01/2021,2346
Liechtenstein,12/01/2021,2355
Liechtenstein,13/01/2021,2370
Liechtenstein,14/01/2021,2375
Liechtenstein,15/01/2021,2378
Liechtenstein,16/01/2021,2383
Liechtenstein,17/01/2021,2389
Liechtenstein,18/01/2021,2395
Liechtenstein,19/01/2021,2398
Liechtenstein,02/01/2021,2202
Liechtenstein,20/01/2021,2405
Liechtenstein,21/01/2021,2415
Liechtenstein,22/01/2020,0
Liechtenstein,22/01/2021,2432
Liechtenstein,23/01/2020,0
Liechtenstein,23/01/2021,2437
Liechtenstein,24/01/2020,0
Liechtenstein,24/01/2021,2441
Liechtenstein,25/01/2020,0
Liechtenstein,25/01/2021,2454
Liechtenstein,26/01/2020,0
Liechtenstein,26/01/2021,2455
Liechtenstein,27/01/2020,0
Liechtenstein,27/01/2021,2458
Liechtenstein,28/01/2020,0
Liechtenstein,28/01/2021,2475
Liechtenstein,29/01/2020,0
Liechtenstein,29/01/2021,2484
Liechtenstein,03/01/2021,2222
Liechtenstein,30/01/2020,0
Liechtenstein,30/01/2021,2493
Liechtenstein,31/01/2020,0
Liechtenstein,31/01/2021,2493
Liechtenstein,04/01/2021,2224
Liechtenstein,05/01/2021,2246
Liechtenstein,06/01/2021,2295
Liechtenstein,07/01/2021,2309
Liechtenstein,08/01/2021,2311
Liechtenstein,09/01/2021,2329
Liechtenstein,01/10/2020,119
Liechtenstein,10/10/2020,142
Liechtenstein,11/10/2020,144
Liechtenstein,12/10/2020,148
Liechtenstein,13/10/2020,163
Liechtenstein,14/10/2020,174
Liechtenstein,15/10/2020,183
Liechtenstein,16/10/2020,192
Liechtenstein,17/10/2020,217
Liechtenstein,18/10/2020,224
Liechtenstein,19/10/2020,224
Liechtenstein,02/10/2020,120
Liechtenstein,20/10/2020,235
Liechtenstein,21/10/2020,252
Liechtenstein,22/10/2020,282
Liechtenstein,23/10/2020,324
Liechtenstein,24/10/2020,340
Liechtenstein,25/10/2020,365
Liechtenstein,26/10/2020,402
Liechtenstein,27/10/2020,428
Liechtenstein,28/10/2020,450
Liechtenstein,29/10/2020,476
Liechtenstein,03/10/2020,123
Liechtenstein,30/10/2020,513
Liechtenstein,31/10/2020,533
Liechtenstein,04/10/2020,126
Liechtenstein,05/10/2020,127
Liechtenstein,06/10/2020,130
Liechtenstein,07/10/2020,131
Liechtenstein,08/10/2020,135
Liechtenstein,09/10/2020,139
Liechtenstein,01/11/2020,551
Liechtenstein,10/11/2020,846
Liechtenstein,11/11/2020,877
Liechtenstein,12/11/2020,905
Liechtenstein,13/11/2020,928
Liechtenstein,14/11/2020,970
Liechtenstein,15/11/2020,985
Liechtenstein,16/11/2020,989
Liechtenstein,17/11/2020,1002
Liechtenstein,18/11/2020,1051
Liechtenstein,19/11/2020,1072
Liechtenstein,02/11/2020,598
Liechtenstein,20/11/2020,1094
Liechtenstein,21/11/2020,1109
Liechtenstein,22/11/2020,1112
Liechtenstein,23/11/2020,1156
Liechtenstein,24/11/2020,1158
Liechtenstein,25/11/2020,1183
Liechtenstein,26/11/2020,1208
Liechtenstein,27/11/2020,1231
Liechtenstein,28/11/2020,1253
Liechtenstein,29/11/2020,1253
Liechtenstein,03/11/2020,631
Liechtenstein,30/11/2020,1270
Liechtenstein,04/11/2020,659
Liechtenstein,05/11/2020,692
Liechtenstein,06/11/2020,741
Liechtenstein,07/11/2020,765
Liechtenstein,08/11/2020,788
Liechtenstein,09/11/2020,801
Liechtenstein,01/12/2020,1286
Liechtenstein,10/12/2020,1441
Liechtenstein,11/12/2020,1466
Liechtenstein,12/12/2020,1482
Liechtenstein,13/12/2020,1514
Liechtenstein,14/12/2020,1566
Liechtenstein,15/12/2020,1579
Liechtenstein,16/12/2020,1600
Liechtenstein,17/12/2020,1635
Liechtenstein,18/12/2020,1676
Liechtenstein,19/12/2020,1711
Liechtenstein,02/12/2020,1318
Liechtenstein,20/12/2020,1758
Liechtenstein,21/12/2020,1784
Liechtenstein,22/12/2020,1826
Liechtenstein,23/12/2020,1858
Liechtenstein,24/12/2020,1920
Liechtenstein,25/12/2020,1980
Liechtenstein,26/12/2020,2000
Liechtenstein,27/12/2020,2018
Liechtenstein,28/12/2020,2038
Liechtenstein,29/12/2020,2069
Liechtenstein,03/12/2020,1339
Liechtenstein,30/12/2020,2104
Liechtenstein,31/12/2020,2136
Liechtenstein,04/12/2020,1351
Liechtenstein,05/12/2020,1378
Liechtenstein,06/12/2020,1396
Liechtenstein,07/12/2020,1397
Liechtenstein,08/12/2020,1404
Liechtenstein,09/12/2020,1432
Liechtenstein,01/02/2020,0
Liechtenstein,01/02/2021,2497
Liechtenstein,10/02/2020,0
Liechtenstein,10/02/2021,2532
Liechtenstein,11/02/2020,0
Liechtenstein,11/02/2021,2534
Liechtenstein,12/02/2020,0
Liechtenstein,12/02/2021,2537
Liechtenstein,13/02/2020,0
Liechtenstein,13/02/2021,2538
Liechtenstein,14/02/2020,0
Liechtenstein,14/02/2021,2539
Liechtenstein,15/02/2020,0
Liechtenstein,15/02/2021,2540
Liechtenstein,16/02/2020,0
Liechtenstein,16/02/2021,2540
Liechtenstein,17/02/2020,0
Liechtenstein,17/02/2021,2540
Liechtenstein,18/02/2020,0
Liechtenstein,18/02/2021,2542
Liechtenstein,19/02/2020,0
Liechtenstein,19/02/2021,2543
Liechtenstein,02/02/2020,0
Liechtenstein,02/02/2021,2497
Liechtenstein,20/02/2020,0
Liechtenstein,20/02/2021,2545
Liechtenstein,21/02/2020,0
Liechtenstein,21/02/2021,2546
Liechtenstein,22/02/2020,0
Liechtenstein,22/02/2021,2550
Liechtenstein,23/02/2020,0
Liechtenstein,23/02/2021,2553
Liechtenstein,24/02/2020,0
Liechtenstein,24/02/2021,2553
Liechtenstein,25/02/2020,0
Liechtenstein,25/02/2021,2558
Liechtenstein,26/02/2020,0
Liechtenstein,26/02/2021,2564
Liechtenstein,27/02/2020,0
Liechtenstein,27/02/2021,2566
Liechtenstein,28/02/2020,0
Liechtenstein,28/02/2021,2567
Liechtenstein,29/02/2020,0
Liechtenstein,03/02/2020,0
Liechtenstein,03/02/2021,2509
Liechtenstein,04/02/2020,0
Liechtenstein,04/02/2021,2513
Liechtenstein,05/02/2020,0
Liechtenstein,05/02/2021,2518
Liechtenstein,06/02/2020,0
Liechtenstein,06/02/2021,2518
Liechtenstein,07/02/2020,0
Liechtenstein,07/02/2021,2523
Liechtenstein,08/02/2020,0
Liechtenstein,08/02/2021,2526
Liechtenstein,09/02/2020,0
Liechtenstein,09/02/2021,2527
Liechtenstein,01/03/2020,0
Liechtenstein,01/03/2021,2575
Liechtenstein,10/03/2020,1
Liechtenstein,10/03/2021,2594
Liechtenstein,11/03/2020,1
Liechtenstein,11/03/2021,2596
Liechtenstein,12/03/2020,1
Liechtenstein,13/03/2020,1
Liechtenstein,14/03/2020,4
Liechtenstein,15/03/2020,4
Liechtenstein,16/03/2020,4
Liechtenstein,17/03/2020,7
Liechtenstein,18/03/2020,28
Liechtenstein,19/03/2020,28
Liechtenstein,02/03/2020,0
Liechtenstein,02/03/2021,2576
Liechtenstein,20/03/2020,28
Liechtenstein,21/03/2020,37
Liechtenstein,22/03/2020,37
Liechtenstein,23/03/2020,51
Liechtenstein,24/03/2020,51
Liechtenstein,25/03/2020,51
Liechtenstein,26/03/2020,56
Liechtenstein,27/03/2020,56
Liechtenstein,28/03/2020,56
Liechtenstein,29/03/2020,56
Liechtenstein,03/03/2020,0
Liechtenstein,03/03/2021,2577
Liechtenstein,30/03/2020,62
Liechtenstein,31/03/2020,68
Liechtenstein,04/03/2020,1
Liechtenstein,04/03/2021,2582
Liechtenstein,05/03/2020,1
Liechtenstein,05/03/2021,2588
Liechtenstein,06/03/2020,1
Liechtenstein,06/03/2021,2589
Liechtenstein,07/03/2020,1
Liechtenstein,07/03/2021,2590
Liechtenstein,08/03/2020,1
Liechtenstein,08/03/2021,2592
Liechtenstein,09/03/2020,1
Liechtenstein,09/03/2021,2594
Liechtenstein,01/04/2020,68
Liechtenstein,10/04/2020,79
Liechtenstein,11/04/2020,79
Liechtenstein,12/04/2020,79
Liechtenstein,13/04/2020,79
Liechtenstein,14/04/2020,79
Liechtenstein,15/04/2020,79
Liechtenstein,16/04/2020,79
Liechtenstein,17/04/2020,79
Liechtenstein,18/04/2020,79
Liechtenstein,19/04/2020,81
Liechtenstein,02/04/2020,75
Liechtenstein,20/04/2020,81
Liechtenstein,21/04/2020,81
Liechtenstein,22/04/2020,81
Liechtenstein,23/04/2020,81
Liechtenstein,24/04/2020,81
Liechtenstein,25/04/2020,81
Liechtenstein,26/04/2020,82
Liechtenstein,27/04/2020,82
Liechtenstein,28/04/2020,82
Liechtenstein,29/04/2020,82
Liechtenstein,03/04/2020,76
Liechtenstein,30/04/2020,82
Liechtenstein,04/04/2020,77
Liechtenstein,05/04/2020,77
Liechtenstein,06/04/2020,77
Liechtenstein,07/04/2020,78
Liechtenstein,08/04/2020,78
Liechtenstein,09/04/2020,78
Liechtenstein,01/05/2020,82
Liechtenstein,10/05/2020,82
Liechtenstein,11/05/2020,82
Liechtenstein,12/05/2020,82
Liechtenstein,13/05/2020,82
Liechtenstein,14/05/2020,82
Liechtenstein,15/05/2020,82
Liechtenstein,16/05/2020,82
Liechtenstein,17/05/2020,82
Liechtenstein,18/05/2020,82
Liechtenstein,19/05/2020,82
Liechtenstein,02/05/2020,82
Liechtenstein,20/05/2020,82
Liechtenstein,21/05/2020,82
Liechtenstein,22/05/2020,82
Liechtenstein,23/05/2020,82
Liechtenstein,24/05/2020,82
Liechtenstein,25/05/2020,82
Liechtenstein,26/05/2020,82
Liechtenstein,27/05/2020,82
Liechtenstein,28/05/2020,82
Liechtenstein,29/05/2020,82
Liechtenstein,03/05/2020,82
Liechtenstein,30/05/2020,82
Liechtenstein,31/05/2020,82
Liechtenstein,04/05/2020,82
Liechtenstein,05/05/2020,82
Liechtenstein,06/05/2020,82
Liechtenstein,07/05/2020,82
Liechtenstein,08/05/2020,82
Liechtenstein,09/05/2020,82
Liechtenstein,01/06/2020,82
Liechtenstein,10/06/2020,82
Liechtenstein,11/06/2020,82
Liechtenstein,12/06/2020,82
Liechtenstein,13/06/2020,82
Liechtenstein,14/06/2020,82
Liechtenstein,15/06/2020,82
Liechtenstein,16/06/2020,82
Liechtenstein,17/06/2020,82
Liechtenstein,18/06/2020,82
Liechtenstein,19/06/2020,82
Liechtenstein,02/06/2020,82
Liechtenstein,20/06/2020,82
Liechtenstein,21/06/2020,82
Liechtenstein,22/06/2020,82
Liechtenstein,23/06/2020,82
Liechtenstein,24/06/2020,82
Liechtenstein,25/06/2020,82
Liechtenstein,26/06/2020,82
Liechtenstein,27/06/2020,82
Liechtenstein,28/06/2020,82
Liechtenstein,29/06/2020,82
Liechtenstein,03/06/2020,82
Liechtenstein,30/06/2020,82
Liechtenstein,04/06/2020,82
Liechtenstein,05/06/2020,82
Liechtenstein,06/06/2020,82
Liechtenstein,07/06/2020,82
Liechtenstein,08/06/2020,82
Liechtenstein,09/06/2020,82
Liechtenstein,01/07/2020,82
Liechtenstein,10/07/2020,84
Liechtenstein,11/07/2020,84
Liechtenstein,12/07/2020,84
Liechtenstein,13/07/2020,84
Liechtenstein,14/07/2020,84
Liechtenstein,15/07/2020,84
Liechtenstein,16/07/2020,84
Liechtenstein,17/07/2020,85
Liechtenstein,18/07/2020,86
Liechtenstein,19/07/2020,86
Liechtenstein,02/07/2020,83
Liechtenstein,20/07/2020,86
Liechtenstein,21/07/2020,86
Liechtenstein,22/07/2020,86
Liechtenstein,23/07/2020,86
Liechtenstein,24/07/2020,86
Liechtenstein,25/07/2020,86
Liechtenstein,26/07/2020,86
Liechtenstein,27/07/2020,86
Liechtenstein,28/07/2020,87
